date,product,region,sales,cost
2022-02-21,Keyboard,West,2719,1839.87
2022-02-21,Mouse,East,1811,1531.25
2022-02-21,Tablet,West,270,214.06
2022-02-21,Monitor,East,2466,1890.67
2022-02-21,Keyboard,West,226,159.6
2022-02-21,Monitor,South,1740,1258.37
2022-02-21,Tablet,West,3891,2695.8
2022-02-21,Monitor,West,544,318.45
2022-02-21,Headphones,North,4913,4167.35
2022-02-21,Monitor,North,1104,827.96
2022-02-21,Mouse,East,2629,1898.96
2022-02-21,Headphones,East,2895,1850.15
2022-02-21,Headphones,North,4078,3058.13
2022-02-21,Phone,North,3084,2545.25
2022-02-21,Tablet,South,1757,1006.15
2022-02-21,Tablet,South,3423,2849.6
2022-02-21,Mouse,West,2028,1292.28
2022-02-21,Tablet,West,1398,1070.06
2022-02-21,Keyboard,Central,549,306.47
2022-02-21,Keyboard,North,3297,2244.06
2022-02-21,Laptop,North,780,541.72
2022-02-21,Headphones,East,2735,1854.79
2022-02-21,Headphones,West,2042,1447.42
2022-02-21,Mouse,South,1219,782.83
2022-02-21,Phone,South,4895,2455.01
2022-02-21,Mouse,South,2863,1449.78
2022-02-22,Headphones,North,705,458.38
2022-02-22,Keyboard,West,2695,2065.44
2022-02-22,Phone,East,3902,3228.48
2022-02-22,Headphones,North,4912,4128.13
2022-02-22,Keyboard,Central,353,289.75
2022-02-22,Laptop,Central,1669,1351.05
2022-02-22,Keyboard,North,514,292.79
2022-02-22,Mouse,Central,583,377.03
2022-02-22,Mouse,North,1462,855.3
2022-02-22,Tablet,North,4326,2748.59
2022-02-22,Laptop,East,346,215.47
2022-02-22,Keyboard,South,4556,3101.36
2022-02-22,Laptop,Central,4041,2044.55
2022-02-22,Monitor,South,3887,3220.98
2022-02-22,Monitor,East,1204,992.22
2022-02-22,Tablet,North,639,397.64
2022-02-22,Headphones,West,2980,1995.99
2022-02-22,Keyboard,West,2872,1626.46
2022-02-22,Headphones,North,2166,1621.93
2022-02-22,Monitor,Central,1797,1405.99
2022-02-22,Phone,South,716,364.94
2022-02-22,Phone,North,518,304.87
2022-02-22,Headphones,West,560,424.48
2022-02-22,Phone,South,2903,1473.89
2022-02-22,Keyboard,West,2552,1362.38
2022-02-22,Phone,North,122,80.01
2022-02-22,Tablet,North,396,252.66
2022-02-22,Keyboard,North,3118,2145.29
2022-02-22,Headphones,West,1241,705.1
2022-02-22,Keyboard,East,2765,2087.42
2022-02-22,Keyboard,South,830,444.64
2022-02-22,Tablet,North,2399,1228.14
2022-02-22,Keyboard,North,4694,3832.48
2022-02-22,Headphones,West,2173,1501.75
2022-02-22,Headphones,West,1942,1513.94
2022-02-22,Monitor,South,3841,2685.55
2022-02-22,Mouse,West,669,351.44
2022-02-22,Laptop,East,4208,2941.51
2022-02-22,Tablet,South,4671,3550.73
2022-02-22,Keyboard,East,2324,1734.39
2022-02-22,Keyboard,South,2834,1830.31
2022-02-22,Phone,North,747,616.58
2022-02-22,Monitor,East,851,639.82
2022-02-22,Monitor,East,4103,2097.87
2022-02-22,Laptop,South,2081,1216.12
2022-02-22,Keyboard,Central,4269,2667.77
2022-02-22,Tablet,North,2011,1176.56
2022-02-22,Laptop,North,4562,3143.06
2022-02-22,Tablet,East,558,390.59
2022-02-22,Tablet,West,2402,1375.3
2022-02-22,Laptop,West,3329,1771.99
2022-02-22,Keyboard,South,4333,2983.83
2022-02-22,Headphones,East,3041,2035.05
2022-02-22,Headphones,Central,1204,958.7
2022-02-22,Headphones,North,806,683.01
2022-02-22,Mouse,East,2922,1900.61
2022-02-22,Keyboard,East,255,194.45
2022-02-22,Keyboard,Central,2099,1703.96
2022-02-22,Monitor,West,3335,2072.32
2022-02-22,Monitor,South,2171,1660.48
2022-02-22,Phone,West,3948,2860.69
2022-02-22,Laptop,West,1259,1040.81
2022-02-22,Tablet,West,1407,731.57
2022-02-22,Laptop,South,4135,3122.24
2022-02-22,Phone,Central,2024,1467.4
2022-02-22,Keyboard,East,1360,1089.19
2022-02-22,Tablet,South,633,321.1
2022-02-22,Headphones,South,1588,1159.1
2022-02-22,Mouse,North,255,132.76
2022-02-22,Monitor,Central,4179,3301.43
2022-02-22,Mouse,North,664,414.08
2022-02-22,Tablet,East,4420,3389.51
2022-02-22,Tablet,Central,4611,3816.55
2022-02-22,Headphones,North,4872,2869.35
2022-02-22,Headphones,West,2598,2076.47
2022-02-22,Monitor,North,375,279.14
2022-02-22,Monitor,West,4386,2286.4
2022-02-22,Monitor,Central,2088,1730.13
2022-02-22,Monitor,East,4360,2436.82
2022-02-22,Monitor,East,4392,2794.93
2022-02-22,Tablet,North,3715,2023.48
2022-02-22,Mouse,South,3062,2135.56
2022-02-22,Headphones,East,3454,2061.75
2022-02-22,Laptop,West,1262,864.45
2022-02-22,Phone,Central,215,154.04
2022-02-22,Keyboard,North,1876,1236.92
2022-02-22,Headphones,West,2730,1628.45
2022-02-22,Monitor,West,2523,1731.09
2022-02-22,Tablet,Central,4324,3255.32
2022-02-22,Keyboard,Central,3192,1760.17
2022-02-22,Laptop,East,1141,591.46
2022-02-22,Mouse,Central,1029,542.56
2022-02-23,Laptop,Central,4286,2475.15
2022-02-23,Tablet,Central,1483,955.81
2022-02-23,Keyboard,West,2873,2421.21
2022-02-23,Headphones,East,2546,1825.2
2022-02-23,Laptop,East,3102,2318.76
2022-02-23,Keyboard,Central,1209,625.56
2022-02-23,Monitor,North,3404,2359.7
2022-02-23,Keyboard,Central,2271,1688.23
2022-02-23,Keyboard,Central,509,338.74
2022-02-23,Headphones,West,1801,974.52
2022-02-23,Mouse,East,3540,1782.43
2022-02-23,Headphones,North,712,405.36
2022-02-23,Headphones,East,2580,1404.53
2022-02-23,Phone,South,285,188.35
2022-02-23,Mouse,West,704,456.19
2022-02-23,Phone,East,941,625.68
2022-02-23,Phone,South,4912,2478.37
2022-02-23,Headphones,Central,711,359.59
2022-02-23,Headphones,East,2583,1898.75
2022-02-23,Laptop,North,2582,1705.54
2022-02-23,Phone,South,2717,1897.39
2022-02-23,Phone,West,418,260.71
2022-02-23,Keyboard,North,4758,3214.31
2022-02-23,Keyboard,East,4192,2337.57
2022-02-23,Phone,East,4746,2687.71
2022-02-23,Headphones,South,655,358.83
2022-02-23,Phone,South,3976,2188.62
2022-02-23,Laptop,East,1215,751.36
2022-02-23,Keyboard,North,4898,2539.84
2022-02-23,Mouse,West,2717,1763.42
2022-02-23,Headphones,West,194,97.27
2022-02-23,Headphones,West,3684,2026.99
2022-02-23,Phone,East,1628,1141.98
2022-02-23,Mouse,East,3617,2554.27
2022-02-23,Monitor,North,3959,2932.1
2022-02-23,Mouse,East,3756,2527.65
2022-02-23,Laptop,West,914,508.71
2022-02-23,Tablet,East,2472,1496.78
2022-02-23,Headphones,South,1927,1227.33
2022-02-23,Laptop,Central,2487,1496.14
2022-02-23,Laptop,Central,2739,1634.77
2022-02-23,Tablet,West,1118,625.29
2022-02-23,Headphones,South,3276,2739.34
2022-02-23,Mouse,East,3149,2079.74
2022-02-23,Headphones,South,1291,816.27
2022-02-23,Phone,North,288,147.02
2022-02-23,Phone,Central,553,302.83
2022-02-23,Laptop,West,4432,3103.83
2022-02-23,Headphones,South,4179,3126.74
2022-02-23,Tablet,Central,3181,1918.6
2022-02-23,Monitor,South,3683,3015.57
2022-02-23,Phone,South,4410,2749.4
2022-02-23,Mouse,West,424,242.8
2022-02-23,Headphones,West,1713,1410.74
2022-02-23,Tablet,South,1727,1269.49
2022-02-23,Tablet,North,1217,785.58
2022-02-23,Tablet,North,4424,3013.2
2022-02-23,Keyboard,East,2786,1688.57
2022-02-23,Tablet,Central,3708,2708.15
2022-02-23,Headphones,South,443,315.15
2022-02-23,Monitor,West,3323,2511.31
2022-02-23,Monitor,Central,4763,3778.26
2022-02-23,Phone,East,2903,1706.09
2022-02-23,Tablet,South,1700,1208.98
2022-02-23,Tablet,South,264,218.25
2022-02-23,Tablet,West,998,679.85
2022-02-23,Mouse,South,1454,1209.33
2022-02-23,Keyboard,Central,1117,569.18
2022-02-23,Monitor,South,2640,1806.48
2022-02-23,Phone,West,4588,3045.79
2022-02-23,Mouse,East,1417,1180.52
2022-02-23,Laptop,East,281,221.57
2022-02-23,Tablet,North,1143,658.64
2022-02-23,Keyboard,West,2678,1844.36
2022-02-23,Mouse,West,4056,3440.27
2022-02-23,Phone,East,1957,1485.83
2022-02-23,Phone,West,3336,2614.83
2022-02-23,Phone,Central,4179,3540.63
2022-02-23,Mouse,West,2917,2172.78
2022-02-23,Tablet,East,1867,1148.53
2022-02-23,Phone,West,2347,1884.71
2022-02-23,Tablet,East,3694,2694.28
2022-02-23,Laptop,Central,559,432.56
2022-02-23,Monitor,North,1220,734.97
2022-02-24,Headphones,West,3791,2679.87
2022-02-24,Laptop,East,140,114.23
2022-02-24,Monitor,South,4820,3152.85
2022-02-24,Monitor,East,4422,2721.7
2022-02-24,Mouse,East,1220,797.89
2022-02-24,Tablet,Central,3899,2341.06
2022-02-24,Laptop,West,3267,1634.15
2022-02-24,Phone,North,2881,2040.75
2022-02-24,Keyboard,West,4918,2573.16
2022-02-24,Laptop,South,2835,2006.38
2022-02-24,Phone,East,148,105.04
2022-02-24,Monitor,East,2111,1156.96
2022-02-24,Phone,South,137,72.94
2022-02-24,Keyboard,South,4638,2969.93
2022-02-24,Phone,West,4188,2817.94
2022-02-24,Monitor,East,3498,1884.9
2022-02-24,Headphones,South,830,581.3
2022-02-24,Monitor,North,270,207.55
2022-02-24,Headphones,East,2874,2405.76
2022-02-24,Phone,Central,2582,2161.85
2022-02-24,Headphones,East,2873,1956.24
2022-02-24,Laptop,South,4546,2914.79
2022-02-24,Laptop,West,746,390.05
2022-02-24,Tablet,North,3920,3184.44
2022-02-24,Monitor,East,2212,1735.09
2022-02-24,Phone,South,4683,3408.21
2022-02-24,Monitor,East,2483,1723.9
2022-02-24,Monitor,West,3506,1753.44
2022-02-24,Monitor,West,3578,2083.25
2022-02-24,Tablet,South,4085,2310.28
2022-02-24,Laptop,South,3433,2774.64
2022-02-24,Phone,South,2652,1774.0
2022-02-24,Tablet,West,4895,2882.72
2022-02-24,Phone,North,228,161.63
2022-02-24,Monitor,West,4913,2867.99
2022-02-24,Phone,North,855,562.34
2022-02-24,Headphones,Central,1068,576.92
2022-02-24,Monitor,North,3681,1933.92
2022-02-24,Tablet,Central,1116,925.88
2022-02-24,Monitor,North,3942,2353.94
2022-02-24,Headphones,East,1773,1051.54
2022-02-24,Keyboard,East,814,466.06
2022-02-24,Headphones,North,1481,1137.12
2022-02-24,Mouse,East,1908,1543.67
2022-02-24,Phone,North,4917,3501.37
2022-02-24,Monitor,East,4325,3328.09
2022-02-24,Mouse,South,273,144.9
2022-02-24,Monitor,North,685,392.78
2022-02-24,Mouse,West,3538,1857.26
2022-02-24,Headphones,Central,2241,1626.31
2022-02-24,Phone,South,1457,1084.82
2022-02-24,Mouse,East,812,686.63
2022-02-24,Tablet,Central,4835,2474.11
2022-02-24,Monitor,South,1956,1403.88
2022-02-24,Laptop,South,3662,2660.28
2022-02-24,Tablet,Central,4537,3143.4
2022-02-24,Tablet,East,2316,1814.1
2022-02-24,Headphones,South,1745,998.48
2022-02-24,Keyboard,West,700,550.59
2022-02-24,Headphones,East,4619,3841.68
2022-02-24,Keyboard,Central,4309,3390.39
2022-02-24,Laptop,North,2139,1665.93
2022-02-24,Phone,East,1798,1455.84
2022-02-24,Laptop,North,1971,1612.55
2022-02-24,Keyboard,East,3009,1857.88
2022-02-24,Tablet,South,3221,2640.42
2022-02-24,Mouse,Central,4550,2335.99
2022-02-24,Mouse,West,602,418.98
2022-02-24,Headphones,West,3021,1892.29
2022-02-24,Headphones,East,2023,1384.03
2022-02-24,Monitor,South,1471,983.07
2022-02-24,Phone,North,2142,1158.33
2022-02-24,Mouse,West,4675,2508.12
2022-02-24,Headphones,West,4477,3279.95
2022-02-24,Keyboard,North,3519,2335.55
2022-02-24,Phone,North,2017,1113.95
2022-02-24,Monitor,East,363,291.63
2022-02-24,Laptop,East,2988,2371.36
2022-02-24,Laptop,West,3009,2167.28
2022-02-24,Keyboard,Central,3358,2325.43
2022-02-24,Keyboard,South,2316,1816.6
2022-02-24,Headphones,South,3579,1997.73
2022-02-24,Tablet,North,1374,987.83
2022-02-24,Monitor,North,570,483.61
2022-02-24,Monitor,West,4288,2209.43
2022-02-24,Mouse,East,4119,2094.68
2022-02-24,Mouse,North,4772,3632.5
2022-02-24,Headphones,South,3524,2773.86
2022-02-24,Keyboard,North,3627,2691.04
2022-02-24,Mouse,Central,2318,1674.81
2022-02-24,Mouse,South,2693,1811.03
2022-02-24,Tablet,West,3196,2448.88
2022-02-25,Monitor,East,1220,717.63
2022-02-25,Laptop,West,1527,1135.21
2022-02-25,Phone,East,2186,1855.98
2022-02-25,Keyboard,North,3556,2085.29
2022-02-25,Phone,East,3397,2635.47
2022-02-25,Monitor,South,957,724.83
2022-02-25,Tablet,West,2456,1929.59
2022-02-25,Laptop,North,560,295.29
2022-02-25,Headphones,West,495,302.46
2022-02-25,Monitor,West,700,543.25
2022-02-25,Laptop,West,3121,1869.24
2022-02-25,Keyboard,West,1008,619.08
2022-02-25,Mouse,East,3353,2200.39
2022-02-25,Keyboard,North,3262,2202.56
2022-02-25,Keyboard,South,765,599.64
2022-02-25,Tablet,West,3552,2470.27
2022-02-25,Laptop,South,697,363.04
2022-02-25,Phone,Central,4537,2493.76
2022-02-25,Keyboard,North,1787,1138.18
2022-02-25,Monitor,East,835,543.25
2022-02-25,Keyboard,South,4714,3245.15
2022-02-25,Keyboard,South,473,368.07
2022-02-25,Mouse,North,3908,2396.3
2022-02-25,Tablet,Central,439,239.11
2022-02-25,Tablet,Central,225,168.56
2022-02-25,Mouse,South,670,506.79
2022-02-25,Mouse,North,400,258.26
2022-02-25,Headphones,South,3864,2924.35
2022-02-25,Tablet,East,790,478.89
2022-02-25,Keyboard,South,4449,3258.86
2022-02-25,Monitor,East,4404,3127.85
2022-02-25,Monitor,Central,1749,1479.39
2022-02-25,Tablet,East,532,430.96
2022-02-25,Monitor,West,4297,2190.84
2022-02-25,Mouse,Central,2478,1378.79
2022-02-25,Mouse,East,1402,938.94
2022-02-25,Headphones,Central,2202,1701.48
2022-02-25,Mouse,East,1548,994.68
2022-02-25,Keyboard,Central,4871,2623.57
2022-02-25,Headphones,South,3647,2863.6
2022-02-25,Laptop,South,1390,1134.21
2022-02-25,Phone,North,3557,2619.86
2022-02-25,Tablet,North,2049,1351.95
2022-02-25,Keyboard,North,384,291.74
2022-02-25,Tablet,South,1265,902.97
2022-02-25,Phone,West,623,337.54
2022-02-25,Keyboard,East,4431,3365.6
2022-02-25,Mouse,West,3438,2638.7
2022-02-25,Keyboard,North,4197,3027.22
2022-02-25,Tablet,East,3803,2693.66
2022-02-25,Mouse,Central,3947,1988.94
2022-02-25,Keyboard,Central,3551,2719.17
2022-02-25,Phone,Central,2784,1600.03
2022-02-25,Monitor,West,1103,743.52
2022-02-25,Tablet,Central,992,506.58
2022-02-25,Monitor,North,4843,3846.55
2022-02-25,Tablet,North,1572,1119.17
2022-02-25,Phone,West,4596,2417.97
2022-02-25,Monitor,West,4716,2602.44
2022-02-25,Phone,North,2147,1336.27
2022-02-25,Mouse,East,4072,3016.07
2022-02-25,Keyboard,South,157,84.51
2022-02-25,Monitor,Central,4129,2321.69
2022-02-25,Headphones,North,2883,2447.97
2022-02-25,Keyboard,South,2864,1610.59
2022-02-25,Mouse,North,316,246.01
2022-02-25,Keyboard,South,4583,3160.84
2022-02-25,Headphones,Central,2574,1718.07
2022-02-25,Tablet,East,4866,3830.45
2022-02-25,Headphones,West,2490,1753.06
2022-02-25,Monitor,South,2445,1332.76
2022-02-25,Laptop,West,817,450.95
2022-02-25,Phone,West,1161,903.2
2022-02-25,Laptop,South,1139,890.5
2022-02-25,Headphones,Central,940,640.03
2022-02-25,Laptop,North,3783,2220.58
2022-02-25,Mouse,Central,118,94.08
2022-02-25,Headphones,Central,2754,2276.56
2022-02-25,Headphones,South,1835,1450.54
2022-02-25,Laptop,East,3394,2733.84
2022-02-25,Keyboard,Central,4689,3515.94
2022-02-25,Keyboard,South,1323,917.64
2022-02-25,Laptop,Central,2864,1614.03
2022-02-25,Laptop,Central,1920,1034.7
2022-02-25,Laptop,West,1080,736.36
2022-02-25,Monitor,South,3219,2364.71
2022-02-25,Tablet,North,4831,2590.08
2022-02-25,Phone,Central,3118,1873.39
2022-02-25,Keyboard,West,2705,2026.33
2022-02-26,Keyboard,East,3927,2321.75
2022-02-26,Tablet,East,368,227.02
2022-02-26,Keyboard,Central,3342,2234.03
2022-02-26,Keyboard,West,2925,2186.98
2022-02-26,Keyboard,North,2233,1692.86
2022-02-26,Headphones,West,3284,2540.2
2022-02-26,Mouse,East,1317,785.23
2022-02-26,Laptop,Central,280,151.41
2022-02-26,Mouse,North,4789,3889.49
2022-02-26,Laptop,East,599,494.35
2022-02-26,Monitor,West,932,778.26
2022-02-26,Laptop,North,1838,1409.09
2022-02-26,Keyboard,West,3826,2595.63
2022-02-26,Keyboard,West,3322,1685.21
2022-02-26,Monitor,West,2918,1575.29
2022-02-26,Laptop,Central,4387,2934.54
2022-02-26,Laptop,South,2319,1495.5
2022-02-26,Headphones,South,1973,1618.24
2022-02-26,Headphones,West,252,170.74
2022-02-26,Laptop,North,854,603.11
2022-02-26,Monitor,North,1639,1058.5
2022-02-26,Monitor,East,4405,3441.97
2022-02-26,Phone,East,502,361.47
2022-02-26,Mouse,East,3478,2773.39
2022-02-26,Monitor,North,1268,808.99
2022-02-26,Tablet,North,1740,886.78
2022-02-26,Monitor,East,806,629.4
2022-02-26,Laptop,West,349,179.9
2022-02-26,Monitor,North,1626,906.52
2022-02-26,Phone,North,2233,1695.12
2022-02-26,Monitor,West,4905,2514.45
2022-02-26,Mouse,East,4816,2640.59
2022-02-26,Laptop,Central,2252,1847.19
2022-02-26,Keyboard,North,4659,3876.7
2022-02-26,Keyboard,North,724,432.37
2022-02-26,Keyboard,East,545,307.49
2022-02-26,Keyboard,West,4030,3215.18
2022-02-26,Keyboard,South,611,335.07
2022-02-26,Keyboard,East,4688,3842.74
2022-02-26,Keyboard,West,1470,823.09
2022-02-26,Mouse,South,1464,1064.56
2022-02-26,Phone,North,4964,3097.84
2022-02-26,Headphones,South,2904,2044.94
2022-02-26,Laptop,North,2864,1713.56
2022-02-26,Mouse,North,2891,2325.01
2022-02-26,Headphones,South,245,133.64
2022-02-26,Mouse,East,1755,1295.39
2022-02-26,Monitor,South,4373,2484.99
2022-02-26,Phone,West,3321,2171.02
2022-02-26,Phone,South,3595,2324.06
2022-02-26,Laptop,West,1534,981.51
2022-02-26,Mouse,South,1971,1366.55
2022-02-26,Phone,East,1162,619.56
2022-02-26,Monitor,Central,4093,2689.95
2022-02-26,Headphones,South,2305,1578.38
2022-02-26,Laptop,Central,401,303.58
2022-02-26,Headphones,South,4082,3200.32
2022-02-26,Mouse,West,4272,2975.18
2022-02-26,Phone,West,2583,1758.27
2022-02-26,Laptop,Central,3856,3184.51
2022-02-26,Monitor,West,4178,2211.69
2022-02-26,Laptop,East,4556,3516.34
2022-02-26,Monitor,West,1379,1155.92
2022-02-26,Tablet,Central,3491,2376.49
2022-02-26,Monitor,Central,4472,3333.97
2022-02-26,Tablet,West,2204,1864.06
2022-02-26,Phone,South,100,55.26
2022-02-26,Headphones,Central,368,252.19
2022-02-26,Monitor,West,2656,2163.86
2022-02-26,Monitor,North,742,400.92
2022-02-26,Laptop,East,2597,1777.81
2022-02-26,Headphones,South,3197,2000.72
2022-02-26,Tablet,North,3723,1956.73
2022-02-26,Monitor,East,236,174.14
2022-02-26,Mouse,Central,736,386.16
2022-02-26,Monitor,West,1866,1145.98
2022-02-26,Tablet,East,2858,1506.65
2022-02-26,Monitor,North,335,217.79
2022-02-26,Headphones,North,3931,2971.33
2022-02-26,Laptop,South,4185,2980.78
2022-02-26,Monitor,West,908,601.77
2022-02-26,Laptop,North,2887,2157.39
2022-02-26,Phone,East,4607,3751.09
2022-02-26,Monitor,East,2298,1842.19
2022-02-26,Monitor,North,4522,3658.11
2022-02-26,Mouse,Central,840,560.6
2022-02-26,Headphones,South,1615,1050.82
2022-02-26,Monitor,Central,2380,1999.56
2022-02-26,Keyboard,Central,3759,3167.29
2022-02-26,Mouse,Central,1817,1315.09
2022-02-26,Headphones,Central,1625,943.4
2022-02-27,Mouse,Central,2277,1139.57
2022-02-27,Tablet,West,440,321.07
2022-02-27,Monitor,West,4949,3350.36
2022-02-27,Tablet,Central,3439,1830.31
2022-02-27,Keyboard,North,2792,1990.61
2022-02-27,Laptop,South,1078,704.27
2022-02-27,Laptop,West,3163,1789.23
2022-02-27,Keyboard,South,3316,2616.88
2022-02-27,Monitor,East,1046,630.41
2022-02-27,Phone,Central,2415,1861.94
2022-02-27,Laptop,North,4600,2728.34
2022-02-27,Phone,West,2791,2003.77
2022-02-27,Tablet,North,4464,2936.97
2022-02-27,Mouse,North,1873,1531.24
2022-02-27,Tablet,West,1820,1436.38
2022-02-27,Keyboard,North,4504,2833.78
2022-02-27,Laptop,South,441,277.4
2022-02-27,Keyboard,East,1952,1259.25
2022-02-27,Mouse,West,4308,2241.51
2022-02-27,Keyboard,North,3138,1606.85
2022-02-27,Tablet,West,4160,2433.17
2022-02-27,Headphones,North,421,303.38
2022-02-27,Phone,North,2417,1401.35
2022-02-27,Phone,North,766,648.36
2022-02-27,Monitor,West,4679,2700.1
2022-02-27,Laptop,South,3605,2031.25
2022-02-27,Mouse,Central,162,96.68
2022-02-27,Monitor,West,413,254.66
2022-02-27,Headphones,Central,736,511.24
2022-02-27,Tablet,East,2433,2048.14
2022-02-27,Headphones,North,3972,2594.22
2022-02-27,Phone,West,415,218.15
2022-02-27,Keyboard,West,526,280.13
2022-02-27,Tablet,Central,3088,1953.48
2022-02-27,Tablet,North,1162,841.3
2022-02-27,Laptop,South,4422,2811.71
2022-02-27,Phone,West,3059,2396.46
2022-02-27,Monitor,East,2551,1938.88
2022-02-27,Phone,East,1417,1135.34
2022-02-27,Headphones,West,2567,1628.26
2022-02-27,Mouse,South,4783,3002.11
2022-02-27,Laptop,South,4214,2494.98
2022-02-27,Headphones,South,4705,3686.34
2022-02-27,Monitor,South,1904,1353.23
2022-02-27,Mouse,West,2266,1392.64
2022-02-27,Laptop,East,1430,1048.69
2022-02-27,Mouse,Central,3928,3274.3
2022-02-27,Monitor,East,2054,1692.71
2022-02-27,Tablet,South,713,387.4
2022-02-27,Monitor,South,176,99.54
2022-02-27,Keyboard,Central,4922,3245.49
2022-02-27,Keyboard,South,2339,1320.9
2022-02-27,Keyboard,South,2116,1384.51
2022-02-27,Keyboard,West,290,159.31
2022-02-27,Monitor,South,4257,3202.97
2022-02-27,Tablet,East,403,238.93
2022-02-27,Headphones,Central,2734,1483.43
2022-02-27,Keyboard,North,1967,1240.88
2022-02-27,Keyboard,Central,1315,956.87
2022-02-27,Mouse,West,2595,2154.24
2022-02-27,Headphones,Central,2891,2036.87
2022-02-27,Mouse,North,4176,2854.4
2022-02-27,Laptop,South,2392,1941.14
2022-02-27,Phone,East,2588,1750.28
2022-02-27,Headphones,West,2564,1608.36
2022-02-27,Laptop,Central,599,398.04
2022-02-27,Phone,East,2132,1687.64
2022-02-27,Tablet,West,771,402.4
2022-02-27,Tablet,North,1205,720.62
2022-02-27,Mouse,West,4251,2920.25
2022-02-27,Tablet,Central,3054,2043.44
2022-02-27,Phone,South,3995,3006.16
2022-02-27,Laptop,South,3434,2452.77
2022-02-27,Keyboard,South,3959,3057.38
2022-02-27,Keyboard,Central,1912,1238.55
2022-02-27,Laptop,Central,941,622.81
2022-02-27,Laptop,West,508,390.72
2022-02-27,Mouse,East,4439,2572.76
2022-02-27,Keyboard,West,468,260.06
2022-02-27,Headphones,East,2380,1820.79
2022-02-27,Mouse,South,3175,1855.34
2022-02-27,Phone,East,4544,3855.18
2022-02-27,Mouse,North,2683,1974.6
2022-02-27,Headphones,Central,4060,2367.01
2022-02-27,Tablet,South,2955,1809.08
2022-02-27,Phone,West,4473,3384.62
2022-02-27,Laptop,North,4861,3885.32
2022-02-27,Headphones,East,4842,3521.57
2022-02-27,Monitor,South,4147,2528.54
2022-02-27,Keyboard,South,1563,962.97
2022-02-27,Headphones,South,1693,958.68
2022-02-27,Tablet,East,2435,2021.92
2022-02-27,Laptop,East,3329,1847.89
2022-02-27,Laptop,East,2882,2358.55
2022-02-27,Monitor,West,3682,2355.73
2022-02-27,Phone,South,4160,2560.34
2022-02-28,Monitor,Central,3452,2639.49
2022-02-28,Laptop,North,1294,1051.04
2022-02-28,Laptop,East,4087,3248.46
2022-02-28,Laptop,South,3293,2112.84
2022-02-28,Mouse,South,3875,2077.68
2022-02-28,Mouse,East,3492,2614.91
2022-02-28,Headphones,Central,1236,720.33
2022-02-28,Headphones,West,915,571.92
2022-02-28,Monitor,South,2505,1436.33
2022-02-28,Monitor,South,4233,2869.13
2022-02-28,Phone,North,4330,2634.35
2022-02-28,Headphones,East,1210,723.64
2022-02-28,Phone,Central,3550,1902.53
2022-02-28,Monitor,West,4720,3265.31
2022-02-28,Keyboard,West,725,601.21
2022-02-28,Headphones,Central,4386,2525.34
2022-02-28,Monitor,Central,4854,3069.96
2022-02-28,Monitor,South,814,436.85
2022-02-28,Headphones,West,2847,1985.41
2022-02-28,Keyboard,North,772,634.88
2022-02-28,Keyboard,Central,4102,2469.92
2022-02-28,Mouse,Central,2802,2332.08
2022-02-28,Laptop,South,4993,3615.74
2022-02-28,Headphones,East,838,508.88
2022-02-28,Phone,West,2642,1621.7
2022-02-28,Keyboard,South,2845,2283.38
2022-02-28,Mouse,Central,4656,2488.71
2022-02-28,Laptop,North,4930,4143.64
2022-02-28,Headphones,North,2021,1396.49
2022-02-28,Headphones,West,1095,611.07
2022-02-28,Keyboard,East,1546,1297.39
2022-02-28,Monitor,North,3147,2258.97
2022-02-28,Phone,North,1398,948.2
2022-02-28,Phone,East,1586,1216.83
2022-02-28,Tablet,South,1928,1322.6
2022-02-28,Monitor,Central,3554,2963.38
2022-02-28,Mouse,North,3830,2193.77
2022-02-28,Keyboard,North,1122,569.78
2022-02-28,Phone,Central,2103,1553.22
2022-02-28,Keyboard,North,2114,1247.45
2022-02-28,Headphones,West,4032,3195.58
2022-02-28,Headphones,North,968,802.64
2022-02-28,Laptop,South,474,315.85
2022-02-28,Monitor,North,4058,3413.47
2022-02-28,Mouse,South,4832,3673.07
2022-02-28,Headphones,South,4273,2729.88
2022-02-28,Phone,Central,4282,3636.12
2022-02-28,Keyboard,South,3368,2090.56
2022-02-28,Laptop,North,3390,2558.79
2022-02-28,Keyboard,North,826,580.72
2022-02-28,Tablet,South,2396,1832.2
2022-02-28,Tablet,West,3920,2095.18
2022-02-28,Monitor,East,1314,777.65
2022-02-28,Tablet,East,1228,730.7
2022-02-28,Tablet,West,4687,3798.94
2022-02-28,Keyboard,South,3469,2819.55
2022-02-28,Phone,Central,3559,2297.14
2022-02-28,Keyboard,North,1473,1018.44
2022-02-28,Keyboard,North,3505,2493.22
2022-02-28,Tablet,East,295,239.25
2022-02-28,Mouse,Central,4876,2857.66
2022-02-28,Keyboard,North,2755,2255.7
2022-02-28,Laptop,North,1871,1430.32
2022-02-28,Mouse,South,1174,918.77
2022-02-28,Monitor,North,3044,2280.29
2022-02-28,Headphones,South,4495,2646.4
2022-02-28,Headphones,Central,4407,3424.09
2022-02-28,Laptop,South,1124,653.52
2022-02-28,Headphones,Central,3623,2894.56
2022-02-28,Laptop,East,4945,2877.31
2022-02-28,Laptop,South,2324,1728.6
2022-02-28,Mouse,South,3088,1814.88
2022-02-28,Phone,West,3026,2534.36
2022-02-28,Tablet,North,770,511.53
